"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
" Tbd ","1228","test_invalid_credentials","tests","Thu Jan 02 13:14:42 GMT 2025","passed","Thu Jan 02 13:14:43 GMT 2025","TestLogin","login_test","",""
"","0","test_attach_body_with_default_kwargs","tests","Thu Jan 02 13:14:38 GMT 2025","passed","Thu Jan 02 13:14:38 GMT 2025","TestAllureOptions","allure_test","",""
"","0","test_issue_link","tests","Thu Jan 02 13:14:38 GMT 2025","passed","Thu Jan 02 13:14:38 GMT 2025","TestAllureOptions","allure_test","",""
"Tbd","0","test_inline_step","tests","Thu Jan 02 13:14:38 GMT 2025","passed","Thu Jan 02 13:14:38 GMT 2025","TestAllureOptions","allure_test","",""
"Tbd","1","test_class_method_as_step","tests","Thu Jan 02 13:14:38 GMT 2025","passed","Thu Jan 02 13:14:38 GMT 2025","TestAllureOptions","allure_test","",""
"Tbd","0","test_reusable_step","tests","Thu Jan 02 13:14:38 GMT 2025","passed","Thu Jan 02 13:14:38 GMT 2025","TestAllureOptions","allure_test","",""
" Tbd ","1462","test_valid_credentials","tests","Thu Jan 02 13:14:39 GMT 2025","passed","Thu Jan 02 13:14:41 GMT 2025","TestLogin","login_test","",""
"","0","test_custom_link","tests","Thu Jan 02 13:14:38 GMT 2025","passed","Thu Jan 02 13:14:38 GMT 2025","TestAllureOptions","allure_test","",""
"","0","test_testcase_link","tests","Thu Jan 02 13:14:38 GMT 2025","passed","Thu Jan 02 13:14:38 GMT 2025","TestAllureOptions","allure_test","",""
"","1","test_attach_file","tests","Thu Jan 02 13:14:38 GMT 2025","passed","Thu Jan 02 13:14:38 GMT 2025","TestAllureOptions","allure_test","",""
"","0","test_link","tests","Thu Jan 02 13:14:38 GMT 2025","passed","Thu Jan 02 13:14:38 GMT 2025","TestAllureOptions","allure_test","",""
"Tbd","0","test_nested_steps","tests","Thu Jan 02 13:14:38 GMT 2025","passed","Thu Jan 02 13:14:38 GMT 2025","TestAllureOptions","allure_test","",""
"","0","test_attach_body","tests","Thu Jan 02 13:14:38 GMT 2025","passed","Thu Jan 02 13:14:38 GMT 2025","TestAllureOptions","allure_test","",""
