"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Tbd","0","test_reusable_step","tests","Thu Jun 26 13:25:43 GMT 2025","passed","Thu Jun 26 13:25:43 GMT 2025","TestAllureOptions","allure_test","",""
"","0","test_link","tests","Thu Jun 26 13:25:43 GMT 2025","passed","Thu Jun 26 13:25:43 GMT 2025","TestAllureOptions","allure_test","",""
"Tbd","1","test_inline_step","tests","Thu Jun 26 13:25:43 GMT 2025","passed","Thu Jun 26 13:25:43 GMT 2025","TestAllureOptions","allure_test","",""
"","0","test_custom_link","tests","Thu Jun 26 13:25:43 GMT 2025","passed","Thu Jun 26 13:25:43 GMT 2025","TestAllureOptions","allure_test","",""
"","0","test_issue_link","tests","Thu Jun 26 13:25:43 GMT 2025","passed","Thu Jun 26 13:25:43 GMT 2025","TestAllureOptions","allure_test","",""
" Tbd ","1580","test_valid_credentials","tests","Thu Jun 26 13:25:53 GMT 2025","passed","Thu Jun 26 13:25:55 GMT 2025","TestLogin","login_test","",""
" Tbd ","1163","test_invalid_credentials","tests","Thu Jun 26 13:25:57 GMT 2025","passed","Thu Jun 26 13:25:58 GMT 2025","TestLogin","login_test","",""
"","0","test_attach_file","tests","Thu Jun 26 13:25:43 GMT 2025","passed","Thu Jun 26 13:25:43 GMT 2025","TestAllureOptions","allure_test","",""
"Tbd","0","test_class_method_as_step","tests","Thu Jun 26 13:25:43 GMT 2025","passed","Thu Jun 26 13:25:43 GMT 2025","TestAllureOptions","allure_test","",""
"","1","test_attach_body","tests","Thu Jun 26 13:25:43 GMT 2025","passed","Thu Jun 26 13:25:43 GMT 2025","TestAllureOptions","allure_test","",""
"","0","test_attach_body_with_default_kwargs","tests","Thu Jun 26 13:25:43 GMT 2025","passed","Thu Jun 26 13:25:43 GMT 2025","TestAllureOptions","allure_test","",""
"Tbd","0","test_nested_steps","tests","Thu Jun 26 13:25:43 GMT 2025","passed","Thu Jun 26 13:25:43 GMT 2025","TestAllureOptions","allure_test","",""
"","0","test_testcase_link","tests","Thu Jun 26 13:25:43 GMT 2025","passed","Thu Jun 26 13:25:43 GMT 2025","TestAllureOptions","allure_test","",""
