"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_link","tests","Wed Nov 12 13:25:52 UTC 2025","passed","Wed Nov 12 13:25:52 UTC 2025","TestAllureOptions","allure_test","",""
"","0","test_issue_link","tests","Wed Nov 12 13:25:52 UTC 2025","passed","Wed Nov 12 13:25:52 UTC 2025","TestAllureOptions","allure_test","",""
" Tbd ","1449","test_valid_credentials","tests","Wed Nov 12 13:25:54 UTC 2025","passed","Wed Nov 12 13:25:56 UTC 2025","TestLogin","login_test","",""
"","0","test_custom_link","tests","Wed Nov 12 13:25:52 UTC 2025","passed","Wed Nov 12 13:25:52 UTC 2025","TestAllureOptions","allure_test","",""
"Tbd","0","test_nested_steps","tests","Wed Nov 12 13:25:52 UTC 2025","passed","Wed Nov 12 13:25:52 UTC 2025","TestAllureOptions","allure_test","",""
" Tbd ","1163","test_invalid_credentials","tests","Wed Nov 12 13:25:57 UTC 2025","passed","Wed Nov 12 13:25:58 UTC 2025","TestLogin","login_test","",""
"Tbd","0","test_reusable_step","tests","Wed Nov 12 13:25:52 UTC 2025","passed","Wed Nov 12 13:25:52 UTC 2025","TestAllureOptions","allure_test","",""
"","0","test_attach_body","tests","Wed Nov 12 13:25:52 UTC 2025","passed","Wed Nov 12 13:25:52 UTC 2025","TestAllureOptions","allure_test","",""
"","0","test_testcase_link","tests","Wed Nov 12 13:25:52 UTC 2025","passed","Wed Nov 12 13:25:52 UTC 2025","TestAllureOptions","allure_test","",""
"","0","test_attach_body_with_default_kwargs","tests","Wed Nov 12 13:25:52 UTC 2025","passed","Wed Nov 12 13:25:52 UTC 2025","TestAllureOptions","allure_test","",""
"Tbd","0","test_inline_step","tests","Wed Nov 12 13:25:52 UTC 2025","passed","Wed Nov 12 13:25:52 UTC 2025","TestAllureOptions","allure_test","",""
"","1","test_attach_file","tests","Wed Nov 12 13:25:52 UTC 2025","passed","Wed Nov 12 13:25:52 UTC 2025","TestAllureOptions","allure_test","",""
"Tbd","1","test_class_method_as_step","tests","Wed Nov 12 13:25:52 UTC 2025","passed","Wed Nov 12 13:25:52 UTC 2025","TestAllureOptions","allure_test","",""
