"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Tbd","1","test_nested_steps","tests","Sat May 16 14:16:16 UTC 2026","passed","Sat May 16 14:16:16 UTC 2026","TestAllureOptions","allure_test","",""
"","0","test_custom_link","tests","Sat May 16 14:16:16 UTC 2026","passed","Sat May 16 14:16:16 UTC 2026","TestAllureOptions","allure_test","",""
"","0","test_issue_link","tests","Sat May 16 14:16:16 UTC 2026","passed","Sat May 16 14:16:16 UTC 2026","TestAllureOptions","allure_test","",""
" Tbd ","1545","test_valid_credentials","tests","Sat May 16 14:16:25 UTC 2026","passed","Sat May 16 14:16:27 UTC 2026","TestLogin","login_test","",""
"","0","test_link","tests","Sat May 16 14:16:16 UTC 2026","passed","Sat May 16 14:16:16 UTC 2026","TestAllureOptions","allure_test","",""
" Tbd ","1338","test_invalid_credentials","tests","Sat May 16 14:16:28 UTC 2026","passed","Sat May 16 14:16:30 UTC 2026","TestLogin","login_test","",""
"Tbd","1","test_inline_step","tests","Sat May 16 14:16:16 UTC 2026","passed","Sat May 16 14:16:16 UTC 2026","TestAllureOptions","allure_test","",""
"","0","test_testcase_link","tests","Sat May 16 14:16:16 UTC 2026","passed","Sat May 16 14:16:16 UTC 2026","TestAllureOptions","allure_test","",""
"","0","test_attach_file","tests","Sat May 16 14:16:16 UTC 2026","passed","Sat May 16 14:16:16 UTC 2026","TestAllureOptions","allure_test","",""
"Tbd","0","test_class_method_as_step","tests","Sat May 16 14:16:16 UTC 2026","passed","Sat May 16 14:16:16 UTC 2026","TestAllureOptions","allure_test","",""
"","0","test_attach_body_with_default_kwargs","tests","Sat May 16 14:16:16 UTC 2026","passed","Sat May 16 14:16:16 UTC 2026","TestAllureOptions","allure_test","",""
"","0","test_attach_body","tests","Sat May 16 14:16:16 UTC 2026","passed","Sat May 16 14:16:16 UTC 2026","TestAllureOptions","allure_test","",""
"Tbd","0","test_reusable_step","tests","Sat May 16 14:16:16 UTC 2026","passed","Sat May 16 14:16:16 UTC 2026","TestAllureOptions","allure_test","",""
