"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_attach_file","tests","Thu Sep 25 13:21:45 UTC 2025","passed","Thu Sep 25 13:21:45 UTC 2025","TestAllureOptions","allure_test","",""
"Tbd","0","test_inline_step","tests","Thu Sep 25 13:21:45 UTC 2025","passed","Thu Sep 25 13:21:45 UTC 2025","TestAllureOptions","allure_test","",""
" Tbd ","1597","test_valid_credentials","tests","Thu Sep 25 13:21:53 UTC 2025","passed","Thu Sep 25 13:21:54 UTC 2025","TestLogin","login_test","",""
"Tbd","0","test_reusable_step","tests","Thu Sep 25 13:21:45 UTC 2025","passed","Thu Sep 25 13:21:45 UTC 2025","TestAllureOptions","allure_test","",""
"","0","test_testcase_link","tests","Thu Sep 25 13:21:45 UTC 2025","passed","Thu Sep 25 13:21:45 UTC 2025","TestAllureOptions","allure_test","",""
"","0","test_attach_body","tests","Thu Sep 25 13:21:45 UTC 2025","passed","Thu Sep 25 13:21:45 UTC 2025","TestAllureOptions","allure_test","",""
" Tbd ","1349","test_invalid_credentials","tests","Thu Sep 25 13:21:56 UTC 2025","passed","Thu Sep 25 13:21:58 UTC 2025","TestLogin","login_test","",""
"","1","test_issue_link","tests","Thu Sep 25 13:21:45 UTC 2025","passed","Thu Sep 25 13:21:45 UTC 2025","TestAllureOptions","allure_test","",""
"","0","test_link","tests","Thu Sep 25 13:21:45 UTC 2025","passed","Thu Sep 25 13:21:45 UTC 2025","TestAllureOptions","allure_test","",""
"Tbd","0","test_nested_steps","tests","Thu Sep 25 13:21:45 UTC 2025","passed","Thu Sep 25 13:21:45 UTC 2025","TestAllureOptions","allure_test","",""
"Tbd","0","test_class_method_as_step","tests","Thu Sep 25 13:21:45 UTC 2025","passed","Thu Sep 25 13:21:45 UTC 2025","TestAllureOptions","allure_test","",""
"","0","test_custom_link","tests","Thu Sep 25 13:21:45 UTC 2025","passed","Thu Sep 25 13:21:45 UTC 2025","TestAllureOptions","allure_test","",""
"","0","test_attach_body_with_default_kwargs","tests","Thu Sep 25 13:21:45 UTC 2025","passed","Thu Sep 25 13:21:45 UTC 2025","TestAllureOptions","allure_test","",""
