"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Tbd","0","test_inline_step","tests","Sat Mar 28 13:41:30 UTC 2026","passed","Sat Mar 28 13:41:30 UTC 2026","TestAllureOptions","allure_test","",""
"","1","test_attach_body","tests","Sat Mar 28 13:41:31 UTC 2026","passed","Sat Mar 28 13:41:31 UTC 2026","TestAllureOptions","allure_test","",""
"Tbd","0","test_nested_steps","tests","Sat Mar 28 13:41:30 UTC 2026","passed","Sat Mar 28 13:41:30 UTC 2026","TestAllureOptions","allure_test","",""
"","0","test_issue_link","tests","Sat Mar 28 13:41:30 UTC 2026","passed","Sat Mar 28 13:41:30 UTC 2026","TestAllureOptions","allure_test","",""
"","0","test_link","tests","Sat Mar 28 13:41:30 UTC 2026","passed","Sat Mar 28 13:41:30 UTC 2026","TestAllureOptions","allure_test","",""
"","0","test_attach_file","tests","Sat Mar 28 13:41:31 UTC 2026","passed","Sat Mar 28 13:41:31 UTC 2026","TestAllureOptions","allure_test","",""
"Tbd","0","test_reusable_step","tests","Sat Mar 28 13:41:30 UTC 2026","passed","Sat Mar 28 13:41:30 UTC 2026","TestAllureOptions","allure_test","",""
" Tbd ","1177","test_invalid_credentials","tests","Sat Mar 28 13:41:42 UTC 2026","passed","Sat Mar 28 13:41:43 UTC 2026","TestLogin","login_test","",""
" Tbd ","1188","test_valid_credentials","tests","Sat Mar 28 13:41:40 UTC 2026","passed","Sat Mar 28 13:41:41 UTC 2026","TestLogin","login_test","",""
"","0","test_custom_link","tests","Sat Mar 28 13:41:31 UTC 2026","passed","Sat Mar 28 13:41:31 UTC 2026","TestAllureOptions","allure_test","",""
"Tbd","0","test_class_method_as_step","tests","Sat Mar 28 13:41:30 UTC 2026","passed","Sat Mar 28 13:41:30 UTC 2026","TestAllureOptions","allure_test","",""
"","0","test_testcase_link","tests","Sat Mar 28 13:41:31 UTC 2026","passed","Sat Mar 28 13:41:31 UTC 2026","TestAllureOptions","allure_test","",""
"","0","test_attach_body_with_default_kwargs","tests","Sat Mar 28 13:41:31 UTC 2026","passed","Sat Mar 28 13:41:31 UTC 2026","TestAllureOptions","allure_test","",""
