"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_testcase_link","tests","Sun Feb 23 13:11:49 GMT 2025","passed","Sun Feb 23 13:11:49 GMT 2025","TestAllureOptions","allure_test","",""
"","1","test_attach_body_with_default_kwargs","tests","Sun Feb 23 13:11:49 GMT 2025","passed","Sun Feb 23 13:11:49 GMT 2025","TestAllureOptions","allure_test","",""
"","0","test_attach_body","tests","Sun Feb 23 13:11:49 GMT 2025","passed","Sun Feb 23 13:11:49 GMT 2025","TestAllureOptions","allure_test","",""
"Tbd","0","test_class_method_as_step","tests","Sun Feb 23 13:11:49 GMT 2025","passed","Sun Feb 23 13:11:49 GMT 2025","TestAllureOptions","allure_test","",""
"","0","test_issue_link","tests","Sun Feb 23 13:11:49 GMT 2025","passed","Sun Feb 23 13:11:49 GMT 2025","TestAllureOptions","allure_test","",""
"","0","test_custom_link","tests","Sun Feb 23 13:11:49 GMT 2025","passed","Sun Feb 23 13:11:49 GMT 2025","TestAllureOptions","allure_test","",""
"","0","test_link","tests","Sun Feb 23 13:11:49 GMT 2025","passed","Sun Feb 23 13:11:49 GMT 2025","TestAllureOptions","allure_test","",""
"Tbd","1","test_nested_steps","tests","Sun Feb 23 13:11:49 GMT 2025","passed","Sun Feb 23 13:11:49 GMT 2025","TestAllureOptions","allure_test","",""
" Tbd ","1523","test_valid_credentials","tests","Sun Feb 23 13:12:05 GMT 2025","passed","Sun Feb 23 13:12:06 GMT 2025","TestLogin","login_test","",""
"","0","test_attach_file","tests","Sun Feb 23 13:11:49 GMT 2025","passed","Sun Feb 23 13:11:49 GMT 2025","TestAllureOptions","allure_test","",""
"Tbd","0","test_inline_step","tests","Sun Feb 23 13:11:49 GMT 2025","passed","Sun Feb 23 13:11:49 GMT 2025","TestAllureOptions","allure_test","",""
" Tbd ","1215","test_invalid_credentials","tests","Sun Feb 23 13:12:07 GMT 2025","passed","Sun Feb 23 13:12:08 GMT 2025","TestLogin","login_test","",""
"Tbd","0","test_reusable_step","tests","Sun Feb 23 13:11:49 GMT 2025","passed","Sun Feb 23 13:11:49 GMT 2025","TestAllureOptions","allure_test","",""
