"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_testcase_link","tests","Thu Dec 04 13:29:03 UTC 2025","passed","Thu Dec 04 13:29:03 UTC 2025","TestAllureOptions","allure_test","",""
"Tbd","0","test_nested_steps","tests","Thu Dec 04 13:29:03 UTC 2025","passed","Thu Dec 04 13:29:03 UTC 2025","TestAllureOptions","allure_test","",""
"","0","test_custom_link","tests","Thu Dec 04 13:29:03 UTC 2025","passed","Thu Dec 04 13:29:03 UTC 2025","TestAllureOptions","allure_test","",""
"","0","test_attach_body","tests","Thu Dec 04 13:29:03 UTC 2025","passed","Thu Dec 04 13:29:03 UTC 2025","TestAllureOptions","allure_test","",""
" Tbd ","1460","test_valid_credentials","tests","Thu Dec 04 13:29:10 UTC 2025","passed","Thu Dec 04 13:29:12 UTC 2025","TestLogin","login_test","",""
" Tbd ","1178","test_invalid_credentials","tests","Thu Dec 04 13:29:13 UTC 2025","passed","Thu Dec 04 13:29:14 UTC 2025","TestLogin","login_test","",""
"","0","test_attach_body_with_default_kwargs","tests","Thu Dec 04 13:29:03 UTC 2025","passed","Thu Dec 04 13:29:03 UTC 2025","TestAllureOptions","allure_test","",""
"","0","test_issue_link","tests","Thu Dec 04 13:29:03 UTC 2025","passed","Thu Dec 04 13:29:03 UTC 2025","TestAllureOptions","allure_test","",""
"","0","test_attach_file","tests","Thu Dec 04 13:29:03 UTC 2025","passed","Thu Dec 04 13:29:03 UTC 2025","TestAllureOptions","allure_test","",""
"","1","test_link","tests","Thu Dec 04 13:29:03 UTC 2025","passed","Thu Dec 04 13:29:03 UTC 2025","TestAllureOptions","allure_test","",""
"Tbd","1","test_reusable_step","tests","Thu Dec 04 13:29:03 UTC 2025","passed","Thu Dec 04 13:29:03 UTC 2025","TestAllureOptions","allure_test","",""
"Tbd","0","test_class_method_as_step","tests","Thu Dec 04 13:29:03 UTC 2025","passed","Thu Dec 04 13:29:03 UTC 2025","TestAllureOptions","allure_test","",""
"Tbd","0","test_inline_step","tests","Thu Dec 04 13:29:03 UTC 2025","passed","Thu Dec 04 13:29:03 UTC 2025","TestAllureOptions","allure_test","",""
