"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Tbd","0","test_class_method_as_step","tests","Wed Apr 22 14:27:57 UTC 2026","passed","Wed Apr 22 14:27:57 UTC 2026","TestAllureOptions","allure_test","",""
"","0","test_link","tests","Wed Apr 22 14:27:57 UTC 2026","passed","Wed Apr 22 14:27:57 UTC 2026","TestAllureOptions","allure_test","",""
"","0","test_custom_link","tests","Wed Apr 22 14:27:57 UTC 2026","passed","Wed Apr 22 14:27:57 UTC 2026","TestAllureOptions","allure_test","",""
"Tbd","0","test_reusable_step","tests","Wed Apr 22 14:27:57 UTC 2026","passed","Wed Apr 22 14:27:57 UTC 2026","TestAllureOptions","allure_test","",""
"","0","test_attach_body_with_default_kwargs","tests","Wed Apr 22 14:27:57 UTC 2026","passed","Wed Apr 22 14:27:57 UTC 2026","TestAllureOptions","allure_test","",""
"","0","test_testcase_link","tests","Wed Apr 22 14:27:57 UTC 2026","passed","Wed Apr 22 14:27:57 UTC 2026","TestAllureOptions","allure_test","",""
"","0","test_attach_body","tests","Wed Apr 22 14:27:57 UTC 2026","passed","Wed Apr 22 14:27:57 UTC 2026","TestAllureOptions","allure_test","",""
" Tbd ","1230","test_invalid_credentials","tests","Wed Apr 22 14:28:07 UTC 2026","passed","Wed Apr 22 14:28:08 UTC 2026","TestLogin","login_test","",""
"Tbd","0","test_inline_step","tests","Wed Apr 22 14:27:57 UTC 2026","passed","Wed Apr 22 14:27:57 UTC 2026","TestAllureOptions","allure_test","",""
"","1","test_attach_file","tests","Wed Apr 22 14:27:57 UTC 2026","passed","Wed Apr 22 14:27:57 UTC 2026","TestAllureOptions","allure_test","",""
" Tbd ","1213","test_valid_credentials","tests","Wed Apr 22 14:28:04 UTC 2026","passed","Wed Apr 22 14:28:05 UTC 2026","TestLogin","login_test","",""
"","0","test_issue_link","tests","Wed Apr 22 14:27:57 UTC 2026","passed","Wed Apr 22 14:27:57 UTC 2026","TestAllureOptions","allure_test","",""
"Tbd","0","test_nested_steps","tests","Wed Apr 22 14:27:57 UTC 2026","passed","Wed Apr 22 14:27:57 UTC 2026","TestAllureOptions","allure_test","",""
