"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 22 13:03:10 GMT 2024","Thu Feb 22 13:03:10 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_attach_body",""
"passed","Thu Feb 22 13:03:10 GMT 2024","Thu Feb 22 13:03:10 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_nested_steps","Tbd"
"passed","Thu Feb 22 13:03:22 GMT 2024","Thu Feb 22 13:03:23 GMT 2024","1189","tests","login_test","TestLogin","","","test_invalid_credentials"," Tbd "
"passed","Thu Feb 22 13:03:10 GMT 2024","Thu Feb 22 13:03:10 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_testcase_link",""
"passed","Thu Feb 22 13:03:10 GMT 2024","Thu Feb 22 13:03:10 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_issue_link",""
"passed","Thu Feb 22 13:03:19 GMT 2024","Thu Feb 22 13:03:21 GMT 2024","1432","tests","login_test","TestLogin","","","test_valid_credentials"," Tbd "
"passed","Thu Feb 22 13:03:10 GMT 2024","Thu Feb 22 13:03:10 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_attach_file",""
"passed","Thu Feb 22 13:03:10 GMT 2024","Thu Feb 22 13:03:10 GMT 2024","1","tests","allure_test","TestAllureOptions","","","test_custom_link",""
"passed","Thu Feb 22 13:03:10 GMT 2024","Thu Feb 22 13:03:10 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_class_method_as_step","Tbd"
"passed","Thu Feb 22 13:03:10 GMT 2024","Thu Feb 22 13:03:10 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_inline_step","Tbd"
"passed","Thu Feb 22 13:03:10 GMT 2024","Thu Feb 22 13:03:10 GMT 2024","1","tests","allure_test","TestAllureOptions","","","test_attach_body_with_default_kwargs",""
"passed","Thu Feb 22 13:03:10 GMT 2024","Thu Feb 22 13:03:10 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_link",""
"passed","Thu Feb 22 13:03:10 GMT 2024","Thu Feb 22 13:03:10 GMT 2024","1","tests","allure_test","TestAllureOptions","","","test_reusable_step","Tbd"
