"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_custom_link","tests","Fri Dec 26 13:25:14 UTC 2025","passed","Fri Dec 26 13:25:14 UTC 2025","TestAllureOptions","allure_test","",""
"","0","test_testcase_link","tests","Fri Dec 26 13:25:14 UTC 2025","passed","Fri Dec 26 13:25:14 UTC 2025","TestAllureOptions","allure_test","",""
"Tbd","0","test_inline_step","tests","Fri Dec 26 13:25:14 UTC 2025","passed","Fri Dec 26 13:25:14 UTC 2025","TestAllureOptions","allure_test","",""
" Tbd ","1307","test_invalid_credentials","tests","Fri Dec 26 13:25:24 UTC 2025","passed","Fri Dec 26 13:25:25 UTC 2025","TestLogin","login_test","",""
"","0","test_issue_link","tests","Fri Dec 26 13:25:14 UTC 2025","passed","Fri Dec 26 13:25:14 UTC 2025","TestAllureOptions","allure_test","",""
"Tbd","0","test_nested_steps","tests","Fri Dec 26 13:25:14 UTC 2025","passed","Fri Dec 26 13:25:14 UTC 2025","TestAllureOptions","allure_test","",""
" Tbd ","1442","test_valid_credentials","tests","Fri Dec 26 13:25:21 UTC 2025","passed","Fri Dec 26 13:25:22 UTC 2025","TestLogin","login_test","",""
"Tbd","0","test_class_method_as_step","tests","Fri Dec 26 13:25:14 UTC 2025","passed","Fri Dec 26 13:25:14 UTC 2025","TestAllureOptions","allure_test","",""
"Tbd","0","test_reusable_step","tests","Fri Dec 26 13:25:14 UTC 2025","passed","Fri Dec 26 13:25:14 UTC 2025","TestAllureOptions","allure_test","",""
"","0","test_link","tests","Fri Dec 26 13:25:14 UTC 2025","passed","Fri Dec 26 13:25:14 UTC 2025","TestAllureOptions","allure_test","",""
"","0","test_attach_body_with_default_kwargs","tests","Fri Dec 26 13:25:14 UTC 2025","passed","Fri Dec 26 13:25:14 UTC 2025","TestAllureOptions","allure_test","",""
"","0","test_attach_body","tests","Fri Dec 26 13:25:14 UTC 2025","passed","Fri Dec 26 13:25:14 UTC 2025","TestAllureOptions","allure_test","",""
"","0","test_attach_file","tests","Fri Dec 26 13:25:14 UTC 2025","passed","Fri Dec 26 13:25:14 UTC 2025","TestAllureOptions","allure_test","",""
