"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Tbd","0","test_nested_steps","tests","Wed Sep 10 13:18:23 UTC 2025","passed","Wed Sep 10 13:18:23 UTC 2025","TestAllureOptions","allure_test","",""
" Tbd ","1888","test_valid_credentials","tests","Wed Sep 10 13:18:26 UTC 2025","passed","Wed Sep 10 13:18:28 UTC 2025","TestLogin","login_test","",""
"","0","test_attach_file","tests","Wed Sep 10 13:18:23 UTC 2025","passed","Wed Sep 10 13:18:23 UTC 2025","TestAllureOptions","allure_test","",""
"","0","test_testcase_link","tests","Wed Sep 10 13:18:23 UTC 2025","passed","Wed Sep 10 13:18:23 UTC 2025","TestAllureOptions","allure_test","",""
"Tbd","0","test_reusable_step","tests","Wed Sep 10 13:18:23 UTC 2025","passed","Wed Sep 10 13:18:23 UTC 2025","TestAllureOptions","allure_test","",""
"","0","test_link","tests","Wed Sep 10 13:18:23 UTC 2025","passed","Wed Sep 10 13:18:23 UTC 2025","TestAllureOptions","allure_test","",""
"","1","test_attach_body","tests","Wed Sep 10 13:18:23 UTC 2025","passed","Wed Sep 10 13:18:23 UTC 2025","TestAllureOptions","allure_test","",""
"Tbd","1","test_inline_step","tests","Wed Sep 10 13:18:23 UTC 2025","passed","Wed Sep 10 13:18:23 UTC 2025","TestAllureOptions","allure_test","",""
"","0","test_issue_link","tests","Wed Sep 10 13:18:23 UTC 2025","passed","Wed Sep 10 13:18:23 UTC 2025","TestAllureOptions","allure_test","",""
" Tbd ","1206","test_invalid_credentials","tests","Wed Sep 10 13:18:30 UTC 2025","passed","Wed Sep 10 13:18:31 UTC 2025","TestLogin","login_test","",""
"Tbd","0","test_class_method_as_step","tests","Wed Sep 10 13:18:23 UTC 2025","passed","Wed Sep 10 13:18:23 UTC 2025","TestAllureOptions","allure_test","",""
"","0","test_custom_link","tests","Wed Sep 10 13:18:23 UTC 2025","passed","Wed Sep 10 13:18:23 UTC 2025","TestAllureOptions","allure_test","",""
"","0","test_attach_body_with_default_kwargs","tests","Wed Sep 10 13:18:23 UTC 2025","passed","Wed Sep 10 13:18:23 UTC 2025","TestAllureOptions","allure_test","",""
