"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
" Tbd ","1868","test_valid_credentials","tests","Fri May 15 15:07:57 UTC 2026","passed","Fri May 15 15:07:59 UTC 2026","TestLogin","login_test","",""
"Tbd","0","test_reusable_step","tests","Fri May 15 15:07:40 UTC 2026","passed","Fri May 15 15:07:40 UTC 2026","TestAllureOptions","allure_test","",""
"","0","test_attach_body_with_default_kwargs","tests","Fri May 15 15:07:40 UTC 2026","passed","Fri May 15 15:07:40 UTC 2026","TestAllureOptions","allure_test","",""
"","1","test_attach_file","tests","Fri May 15 15:07:40 UTC 2026","passed","Fri May 15 15:07:40 UTC 2026","TestAllureOptions","allure_test","",""
" Tbd ","1158","test_invalid_credentials","tests","Fri May 15 15:08:01 UTC 2026","passed","Fri May 15 15:08:02 UTC 2026","TestLogin","login_test","",""
"","0","test_link","tests","Fri May 15 15:07:40 UTC 2026","passed","Fri May 15 15:07:40 UTC 2026","TestAllureOptions","allure_test","",""
"","0","test_attach_body","tests","Fri May 15 15:07:40 UTC 2026","passed","Fri May 15 15:07:40 UTC 2026","TestAllureOptions","allure_test","",""
"Tbd","0","test_class_method_as_step","tests","Fri May 15 15:07:40 UTC 2026","passed","Fri May 15 15:07:40 UTC 2026","TestAllureOptions","allure_test","",""
"","0","test_custom_link","tests","Fri May 15 15:07:40 UTC 2026","passed","Fri May 15 15:07:40 UTC 2026","TestAllureOptions","allure_test","",""
"Tbd","0","test_inline_step","tests","Fri May 15 15:07:40 UTC 2026","passed","Fri May 15 15:07:40 UTC 2026","TestAllureOptions","allure_test","",""
"Tbd","0","test_nested_steps","tests","Fri May 15 15:07:40 UTC 2026","passed","Fri May 15 15:07:40 UTC 2026","TestAllureOptions","allure_test","",""
"","0","test_issue_link","tests","Fri May 15 15:07:40 UTC 2026","passed","Fri May 15 15:07:40 UTC 2026","TestAllureOptions","allure_test","",""
"","0","test_testcase_link","tests","Fri May 15 15:07:40 UTC 2026","passed","Fri May 15 15:07:40 UTC 2026","TestAllureOptions","allure_test","",""
