"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","test_custom_link","tests","Fri May 16 13:22:28 GMT 2025","passed","Fri May 16 13:22:28 GMT 2025","TestAllureOptions","allure_test","",""
"Tbd","0","test_inline_step","tests","Fri May 16 13:22:28 GMT 2025","passed","Fri May 16 13:22:28 GMT 2025","TestAllureOptions","allure_test","",""
" Tbd ","1222","test_invalid_credentials","tests","Fri May 16 13:22:32 GMT 2025","passed","Fri May 16 13:22:33 GMT 2025","TestLogin","login_test","",""
"","0","test_link","tests","Fri May 16 13:22:28 GMT 2025","passed","Fri May 16 13:22:28 GMT 2025","TestAllureOptions","allure_test","",""
"Tbd","0","test_reusable_step","tests","Fri May 16 13:22:28 GMT 2025","passed","Fri May 16 13:22:28 GMT 2025","TestAllureOptions","allure_test","",""
"","0","test_testcase_link","tests","Fri May 16 13:22:28 GMT 2025","passed","Fri May 16 13:22:28 GMT 2025","TestAllureOptions","allure_test","",""
"Tbd","1","test_nested_steps","tests","Fri May 16 13:22:28 GMT 2025","passed","Fri May 16 13:22:28 GMT 2025","TestAllureOptions","allure_test","",""
"","0","test_attach_body_with_default_kwargs","tests","Fri May 16 13:22:28 GMT 2025","passed","Fri May 16 13:22:28 GMT 2025","TestAllureOptions","allure_test","",""
"Tbd","0","test_class_method_as_step","tests","Fri May 16 13:22:28 GMT 2025","passed","Fri May 16 13:22:28 GMT 2025","TestAllureOptions","allure_test","",""
"","0","test_attach_body","tests","Fri May 16 13:22:28 GMT 2025","passed","Fri May 16 13:22:28 GMT 2025","TestAllureOptions","allure_test","",""
"","0","test_attach_file","tests","Fri May 16 13:22:28 GMT 2025","passed","Fri May 16 13:22:28 GMT 2025","TestAllureOptions","allure_test","",""
"","0","test_issue_link","tests","Fri May 16 13:22:28 GMT 2025","passed","Fri May 16 13:22:28 GMT 2025","TestAllureOptions","allure_test","",""
" Tbd ","1184","test_valid_credentials","tests","Fri May 16 13:22:30 GMT 2025","passed","Fri May 16 13:22:31 GMT 2025","TestLogin","login_test","",""
