"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_custom_link","tests","Wed Jul 30 13:32:59 GMT 2025","passed","Wed Jul 30 13:32:59 GMT 2025","TestAllureOptions","allure_test","",""
"Tbd","0","test_class_method_as_step","tests","Wed Jul 30 13:32:59 GMT 2025","passed","Wed Jul 30 13:32:59 GMT 2025","TestAllureOptions","allure_test","",""
"Tbd","0","test_inline_step","tests","Wed Jul 30 13:32:59 GMT 2025","passed","Wed Jul 30 13:32:59 GMT 2025","TestAllureOptions","allure_test","",""
" Tbd ","1960","test_valid_credentials","tests","Wed Jul 30 13:33:22 GMT 2025","passed","Wed Jul 30 13:33:24 GMT 2025","TestLogin","login_test","",""
"","0","test_issue_link","tests","Wed Jul 30 13:32:59 GMT 2025","passed","Wed Jul 30 13:32:59 GMT 2025","TestAllureOptions","allure_test","",""
" Tbd ","1160","test_invalid_credentials","tests","Wed Jul 30 13:33:26 GMT 2025","passed","Wed Jul 30 13:33:27 GMT 2025","TestLogin","login_test","",""
"Tbd","0","test_reusable_step","tests","Wed Jul 30 13:32:59 GMT 2025","passed","Wed Jul 30 13:32:59 GMT 2025","TestAllureOptions","allure_test","",""
"","1","test_attach_body","tests","Wed Jul 30 13:32:59 GMT 2025","passed","Wed Jul 30 13:32:59 GMT 2025","TestAllureOptions","allure_test","",""
"","0","test_attach_body_with_default_kwargs","tests","Wed Jul 30 13:32:59 GMT 2025","passed","Wed Jul 30 13:32:59 GMT 2025","TestAllureOptions","allure_test","",""
"","0","test_attach_file","tests","Wed Jul 30 13:32:59 GMT 2025","passed","Wed Jul 30 13:32:59 GMT 2025","TestAllureOptions","allure_test","",""
"Tbd","0","test_nested_steps","tests","Wed Jul 30 13:32:59 GMT 2025","passed","Wed Jul 30 13:32:59 GMT 2025","TestAllureOptions","allure_test","",""
"","0","test_testcase_link","tests","Wed Jul 30 13:32:59 GMT 2025","passed","Wed Jul 30 13:32:59 GMT 2025","TestAllureOptions","allure_test","",""
"","0","test_link","tests","Wed Jul 30 13:32:59 GMT 2025","passed","Wed Jul 30 13:32:59 GMT 2025","TestAllureOptions","allure_test","",""
