"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Tbd","1","test_inline_step","tests","Mon Oct 13 13:22:44 UTC 2025","passed","Mon Oct 13 13:22:44 UTC 2025","TestAllureOptions","allure_test","",""
"Tbd","0","test_class_method_as_step","tests","Mon Oct 13 13:22:44 UTC 2025","passed","Mon Oct 13 13:22:44 UTC 2025","TestAllureOptions","allure_test","",""
" Tbd ","1453","test_valid_credentials","tests","Mon Oct 13 13:22:52 UTC 2025","passed","Mon Oct 13 13:22:53 UTC 2025","TestLogin","login_test","",""
"","0","test_custom_link","tests","Mon Oct 13 13:22:44 UTC 2025","passed","Mon Oct 13 13:22:44 UTC 2025","TestAllureOptions","allure_test","",""
"","0","test_attach_body_with_default_kwargs","tests","Mon Oct 13 13:22:44 UTC 2025","passed","Mon Oct 13 13:22:44 UTC 2025","TestAllureOptions","allure_test","",""
"","0","test_issue_link","tests","Mon Oct 13 13:22:44 UTC 2025","passed","Mon Oct 13 13:22:44 UTC 2025","TestAllureOptions","allure_test","",""
"Tbd","0","test_nested_steps","tests","Mon Oct 13 13:22:44 UTC 2025","passed","Mon Oct 13 13:22:44 UTC 2025","TestAllureOptions","allure_test","",""
"","1","test_attach_file","tests","Mon Oct 13 13:22:44 UTC 2025","passed","Mon Oct 13 13:22:44 UTC 2025","TestAllureOptions","allure_test","",""
"","0","test_link","tests","Mon Oct 13 13:22:44 UTC 2025","passed","Mon Oct 13 13:22:44 UTC 2025","TestAllureOptions","allure_test","",""
"Tbd","0","test_reusable_step","tests","Mon Oct 13 13:22:44 UTC 2025","passed","Mon Oct 13 13:22:44 UTC 2025","TestAllureOptions","allure_test","",""
"","0","test_testcase_link","tests","Mon Oct 13 13:22:44 UTC 2025","passed","Mon Oct 13 13:22:44 UTC 2025","TestAllureOptions","allure_test","",""
" Tbd ","1174","test_invalid_credentials","tests","Mon Oct 13 13:22:54 UTC 2025","passed","Mon Oct 13 13:22:56 UTC 2025","TestLogin","login_test","",""
"","0","test_attach_body","tests","Mon Oct 13 13:22:44 UTC 2025","passed","Mon Oct 13 13:22:44 UTC 2025","TestAllureOptions","allure_test","",""
