"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_testcase_link","tests","Sun Aug 17 13:20:28 UTC 2025","passed","Sun Aug 17 13:20:28 UTC 2025","TestAllureOptions","allure_test","",""
"","1","test_attach_body","tests","Sun Aug 17 13:20:28 UTC 2025","passed","Sun Aug 17 13:20:28 UTC 2025","TestAllureOptions","allure_test","",""
"","0","test_issue_link","tests","Sun Aug 17 13:20:28 UTC 2025","passed","Sun Aug 17 13:20:28 UTC 2025","TestAllureOptions","allure_test","",""
"","0","test_attach_file","tests","Sun Aug 17 13:20:28 UTC 2025","passed","Sun Aug 17 13:20:28 UTC 2025","TestAllureOptions","allure_test","",""
" Tbd ","1538","test_valid_credentials","tests","Sun Aug 17 13:20:35 UTC 2025","passed","Sun Aug 17 13:20:36 UTC 2025","TestLogin","login_test","",""
"Tbd","0","test_reusable_step","tests","Sun Aug 17 13:20:28 UTC 2025","passed","Sun Aug 17 13:20:28 UTC 2025","TestAllureOptions","allure_test","",""
"","0","test_attach_body_with_default_kwargs","tests","Sun Aug 17 13:20:28 UTC 2025","passed","Sun Aug 17 13:20:28 UTC 2025","TestAllureOptions","allure_test","",""
"Tbd","0","test_inline_step","tests","Sun Aug 17 13:20:28 UTC 2025","passed","Sun Aug 17 13:20:28 UTC 2025","TestAllureOptions","allure_test","",""
"","0","test_custom_link","tests","Sun Aug 17 13:20:28 UTC 2025","passed","Sun Aug 17 13:20:28 UTC 2025","TestAllureOptions","allure_test","",""
"Tbd","0","test_class_method_as_step","tests","Sun Aug 17 13:20:28 UTC 2025","passed","Sun Aug 17 13:20:28 UTC 2025","TestAllureOptions","allure_test","",""
"","0","test_link","tests","Sun Aug 17 13:20:28 UTC 2025","passed","Sun Aug 17 13:20:28 UTC 2025","TestAllureOptions","allure_test","",""
" Tbd ","1167","test_invalid_credentials","tests","Sun Aug 17 13:20:38 UTC 2025","passed","Sun Aug 17 13:20:39 UTC 2025","TestLogin","login_test","",""
"Tbd","0","test_nested_steps","tests","Sun Aug 17 13:20:28 UTC 2025","passed","Sun Aug 17 13:20:28 UTC 2025","TestAllureOptions","allure_test","",""
