"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 05 13:08:51 GMT 2024","Wed Jun 05 13:08:51 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_issue_link",""
"passed","Wed Jun 05 13:08:51 GMT 2024","Wed Jun 05 13:08:51 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_inline_step","Tbd"
"passed","Wed Jun 05 13:08:51 GMT 2024","Wed Jun 05 13:08:51 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_testcase_link",""
"passed","Wed Jun 05 13:08:55 GMT 2024","Wed Jun 05 13:08:57 GMT 2024","1247","tests","login_test","TestLogin","","","test_invalid_credentials"," Tbd "
"passed","Wed Jun 05 13:08:51 GMT 2024","Wed Jun 05 13:08:51 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_attach_body",""
"passed","Wed Jun 05 13:08:51 GMT 2024","Wed Jun 05 13:08:51 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_custom_link",""
"passed","Wed Jun 05 13:08:51 GMT 2024","Wed Jun 05 13:08:51 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_attach_file",""
"passed","Wed Jun 05 13:08:51 GMT 2024","Wed Jun 05 13:08:51 GMT 2024","1","tests","allure_test","TestAllureOptions","","","test_class_method_as_step","Tbd"
"passed","Wed Jun 05 13:08:51 GMT 2024","Wed Jun 05 13:08:51 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_reusable_step","Tbd"
"passed","Wed Jun 05 13:08:51 GMT 2024","Wed Jun 05 13:08:51 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_link",""
"passed","Wed Jun 05 13:08:51 GMT 2024","Wed Jun 05 13:08:51 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_attach_body_with_default_kwargs",""
"passed","Wed Jun 05 13:08:53 GMT 2024","Wed Jun 05 13:08:54 GMT 2024","1326","tests","login_test","TestLogin","","","test_valid_credentials"," Tbd "
"passed","Wed Jun 05 13:08:51 GMT 2024","Wed Jun 05 13:08:51 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_nested_steps","Tbd"
